Name,Description,Website
Inuk,a tool to compensate carbon emissions,https://www.inuk.co
BESC (Blockchain Evnergy Savings Consortium),a private-permissioned consortium-based blockchain [Platform as a Service (PaaS)] to enable energy project owners to keep track of their energy savings (energy efficiency) and/or energy generation (renewable energy) and able to provide shared- savings incentives and/or payment settlement via blockchain network.,https://www.besc.online/
Rahat,an open-source blockchain-based aid distribution platform to support vulnerable populations and build greater financial inclusion.,http://www.rahat.io/
E-Livestock Global,a project enabling livestock tokenization to enable financial and market inclusion for smallholder farmers in Africa using blockchain by E-Livestock Global.,https://elivestockglobal.com/
CitizenSci,a project promoting Open Science by incentivising Citizen Science activities on Web3.,https://www.linkedin.com/company/citizenscinft/
Cut.eco,"a tool that gives tangible power over the personalized carbon footprint, pushing the transition into renewables and a cleaner planet",https://www.cut.eco/about
CO2ken,a project which tokenizes carbon offsets to make them available for Ethereum's web3 ecosystem,https://www.co2ken.io/
Carboncoin,an energy efficient digital currency that plants trees. (Project seems inactive or has been aborted),https://www.carboncoin.cc
Leafcoin,a decentralized system launched with a mission to help funding the preservation and re-forestation of rainforests through Leafcoin Foundation,https://www.leafcoin.nl
W Green Pay,a Stellar-compliant token issued to reward the general public’s participation in the HOOXI campaign — a Korea government-backed Greenhouse Gas (GHG) emission reduction campaign led by W-Foundation,https://wpay.sg
New Era Energy,a blockchain-enabled certification platform for measuring clean energy footprint,https://newera.energy/
Absurd Arboretum,"A collection of 3,333 #trees living on the Ethereum blockchain and growing in the real world ",https://ab-ar.art/
Return protocol,"a protocol that provides automatic blockchain emissions offsetting to users in the Web3 ecosystem, leveraging verified and innovative environmental assets. Return’s blockchain-based process begins with an NFT that accounts for past emissions and then continues to offset as new transactions are made",https://www.return.green/
Carbonbase,"At Carbonbase, we are developing technologies to empower enterprises, individuals and communities to measure, reduce, and offset the carbon emissions in their lives, creating a more responsible and sustainable world.",https://www.carbonbase.co/
TreeDefi,a DeFi Yield Farming platform that focuses on environmentally friendly activities. ⅓ of the deposit fees on their platform go to tree planting organizations and private planting.,http://treedefi.com
SPE,a carbon sequestration project,https://saveplanetearth.io/
BetaCarbon,a fintech company facilitating easy access to the Australian carbon market for investors.,http://www.betacarbon.com
Carbon,"a cross-chain protocol that acts as a building block for DeFi.   Carbon is designed specifically to support scalable and secure trading of derivatives and sophisticated financial instruments such as options, futures and bonds.",https://carbon.network/
Al Goanna,Algorand NFT collection. Planting trees with NFTs,https://algoanna.com/
ImpactScope,"a sustainability focused technology company building web3 tools for social enterprises, NGOs and digital asset ventures.",https://impactscope.com/
Senken,the gateway to on-chain carbon credits from verified climate projects,https://www.senken.io/
Earthchain,"an API driven marketplace for fractional retirement of good quality carbon credits, aimed at consumers via banks and payment gateways.",https://www.earthchain.co.uk
Sustaim,"a young start-up providing access to highly qualitative and transparent CO2 offsetting projects via our marketplace. Through tokenization technology, we are validating the impact of companies' offsetting efforts and thus making sure that actual positive influence on our environment is achieved",https://www.sustaim.earth
Carb0n.fi,"a Singapore-based, Web3 solution minting Carbon Offset NFTs from high-quality, real-world projects.",https://carb0n.fi/
Climate Futures,"a project empowering businesses and individuals to take verifiable and effective action towards a more sustainable world. As an environmental project developer and portfolio manager, we specialize in reducing carbon emissions that cause climate change.",https://climatefutures.io/
Thallo,an efficient and transparent carbon credit marketplace.,http://www.thallo.io
Carbon Collective,a project allowing you to Buy a carbon collectible NFt and receive virtual rights to 1 dedicated hectare of mature forest land (1 hectare is 2.47 acres). This includes rights to pay-to-preserve carbon removal but no physical rights to the land or trees.,https://carboncollectiblenfts.com/
NRverse,a solution for automated carbon accounting for events of any kind.,https://www.nrverse.io/about
Nat5,A blockchain-powered market place that simplifies carbon removals & Climate action,https://nat-coin.io/
Green Carbon Standard,a project Tokenising green bonds and carbon credits.,https://greencarbontoken.com
Atem,"For companies conscious about their climate impact, Atem increases the return on carbon offsetting through highly efficient and automated carbon APIs.",https://www.atem.green/
Oasa Earth,"a nature conservancy, a network of regenerative living spaces in nature, conserving 95% of its land as nature, built as an experiment for DAO based local democracies.",https://oasa.earth/
Flowcarbon,"a project which brings carbon offset credits on chain, leveraging blockchain technology to accelerate the innovation and scale of climate change solutions",https://www.flowcarbon.com
Climate Action Data Trust,"a project connecting registries through a decentralized digital infrastructure (using blockchain), and making the information publicly available to mitigate the risk of double counting and enhance the integrity and transparency of carbon markets.",https://climateactiondata.org/
Avelia,"a book & claim solution that connects airlines and businesses globally, to share the environmental benefits of SAF and aims to generate the scale of demand necessary to help the sector transition to net-zero emissions by 2050.
By spreading the cost and benefits of Sustainable Aviation Fuel across the aviation value chain, Avelia allows airlines to start accessing more affordable SAF today and increases access to SAF for corporates looking to reduce emissions from their business travel.",https://aveliasolutions.com/
Just Carbon,"a blockchain-based marketplace to trade carbon credits that helps to reduce costs and remove middlemen – creating a nature-based carbon removal marketplace. Users can purchase JustCarbon tokens, which are called JustCarbon Removal Units (referred to as JCRs). 1 JCR = 1 tonne of sequestered carbon that is certified against the platform’s governance rules, which is managed by JustCarbon’s DAO",https://www.justcarbon.com/
Carbon Dollar X,"a global currency that is 100% backed by Carbon Credits and hard assets. It will be traded on its own proprietary exchange platform and has no fixed cap of circulation, allowing more Carbon Dollar X to be issued as more Carbon Credits are deposited: similar to the functioning of the gold standard.",https://cdx-web.webflow.io/
MetaVerse Green Exchange (MVGX),"a regulated exchange for the metaverse era, with licenses from the Monetary Authority of Singapore (“MAS”) including Recognized Market Operator (RMO) license, Capital Market Service License for dealings in securities, and collective investment schemes, providing custodial services, as well as exempted licenses under the Payment Service Act. MVGX has two patent-pending technologies, Non-Fungible Digital Twin (NFDTTM) to represent objects in the metaverse, and Carbon Neutrality Token (CNTTM) to facilitate cross-border trading of carbon voluntary emission reduction credits without triggering national ownership issues (Nationally Determined Contributions).",https://www.mvgx.com/
EcoRegistry,a Blockchain-based carbon credit registry that aims to boost the implementation of solutions towards a sustainable development through technology.,https://www.ecoregistry.io/
Phease,a project helping helps NGOs raise funds in a transparent way using blockchain. They also developped an offsetting app to offset the carbon footprint of blockchain-based transaction,https://app.phease.com/
EcoSapiens,"a Web3 ecosystem designed to fix the real one. Introducing the world's first perpetual carbon-capture NFT. Each Ecosapien is backed by 16 tonnes of carbon, which offsets an entire year's worth of carbon in 1-clic",https://www.ecosapiens.xyz/
Blockchain for Climate,"a Foundation which created the BITMO Platform to enable issuance and exchange of “Blockchain Internationally Transferred Mitigation Outcomes” (BITMOs) as ERC-1155 Non-Fungible Tokens (NFTs) on the Ethereum blockchain. Each token, equivalent to one tonne of CO2 equivalent has all pertinent carbon credit data embedded right into the NFT.",https://www.blockchainforclimate.org/
Puro.earth,"a platform bringing together suppliers of carbon net-negative technologies such as Biochar producers and climate conscious companies. Puro issues verified CO2 Removal Certificates (CORCs), a new kind of carbon offset based on carbon removed from the atmosphere for the long term.",https://puro.earth/
CC token,Incentives for climate change mitigation actions and biodiversity conservation commitment,https://biocarbonregistry.com/
Menthol protocol,the first multi-chain decentralized sustainability ecosystem that will power user or dApp transactions with verified emission-free renewable energy from around the world.,https://www.mentholprotocol.com/
Carbon Char Store,"a human-friendly marketplace for carbon dioxide removals. It’s where individuals can compare the permanence, price and volume of different carbon removals using the CCS Classification system – and bid using our own utility-token: Carbon Char Coin. Done via a token and blockchain providing validity to the Carbon removed by Standard Gas",https://carboncharstore.com/
The Carbon Token Project,a platform that uses block chain technology to verify the existence of a living tree and issues crypto currency against it.,https://www.carbon-token-project.com/
DualChain,"a carbon-negative blockchain exchange, tackling global famine and climate change. Our token exchange uses the 0.5% trade commission to help users offset CO2 and provide life saving meals with every trade",http://dualchain.io
Beond Group,"For organisations who want the most competitive energy supply contracts, Beond provide access to the online Zero Carbon Market. At the heart of this market is a reverse auction which automates the tendering and energy supplier bidding process.",https://beondgroup.com/about-us/the-beond-story/
5th World,a project building systems to regenerate planet earth,https://5thworld.com/
CarbonTokenProject,"a platform to icentivize protecting existing trees through proof of ownership and proof of life, verified by AI and Community",https://www.carbon-token-project.com/about
Carbontribe,"a ReFi project, with project members based in Berlin and Amsterdam who are experienced in developing B2B technology business, Web3 and computer vision/AI machine learning. The team also has experience in launching blockchain projects in Estonia.",https://carbontribe.me
Bioledger,a RED II biofuel compliance software & traceability database,https://www.bioledger.io/
Air Carbon Exchange,"a global exchange for the voluntary carbon market using blockchain technology. The Exchange’s client base comprises corporate entities, financial traders, carbon project developers and other industry stakeholders. ACX provides its clients with an efficient and transparent trading platform which is easy to use, frictionless and with the lowest commission fees available on the market.",https://www.aircarbon.co/
Kumo DAO,the only 100% nature-backed stablecoin that makes climate action effortless. The stablecoin is powered by loans against nature-based assets like carbon credits and renewable energy certificates.,https://kumo.earth/
ISCC and Circularise,"a pilot blockchain technology with 10 companies including Neste, to complement mass balance certification for biofuels",https://www.neste.com/releases-and-news/circular-economy/iscc-and-circularise-pilot-blockchain-technology-10-companies-including-neste-complement-mass
Kolektivo,a project which enables local communities to create and manage their own regenerative economy to fuel prosperity.,https://kolektivo.co/
Ceven (Environmental Governance Platform),a blockchain enable platform which provides the first of its kind industry-agnostic marketplace for geospatial data.,https://www.ceven.tech/
Reseed,nan,https://reseed.farm/
Carbonex,a company focused on the development of a universal global carbon exchange platform and is to invest in renewable energy projects. The company is technology agnostic and will initially develop assets in remote locations that will generate carbon credits.,https://ico.carbonex.co/#ico
GreenToken by SAP,a Chain-Of-Custody supply chain solution that offers companies a new level of transparency in their complex raw material supply chain.,https://www.sap.com/products/scm/green-token.html
Fuel-Swap,a Digital Layer to incentivise production & use of Carbon Neutral Fuel (CNF) and replace Fossil at scale by 2030. The project has been active with displacement of fossil fuel emissions in Formula1 by incentivizing use of synthetic fuels.,http://www.fuel-swap.net
Wadappt,"a marketplace that connects global capital markets directly to people and projects on the ground. By leveraging exciting and secure technology, together we create a positive impact for our people, planet and our most precious asset: nature.",https://wadappt.io
ReCarbonX Systems,"a Digital Twin that can track and measure carbon footprint on a per-product basis using the data collected along even very complex manufacturing and production value chains. The system enables real-time proof of Quality compliance, Track-and-Trace and real-time Life-Cycle Assessment (LCA) that reflects any changes made along the chain immediately.",https://www.recarbonx.com/
MarinaChain,a set of business tools that the Maritime Enterprise NEEDS to meet regulations and even exceed national and international carbon targets for all industries whilst adhering to recognised ESG standards.,https://www.marinachain.io/
Climatecheck,"a company launched in 2007 to advance the state of the art for MRV (measurement, reporting, verification) and we have since delivered services and solutions to over 400 organizations in over 50 countries.",https://www.climate-check.com/
CarbEx,"the start-up will will have two platforms catered to the needs of buyers and sellers: an exchange and a project marketplace. The project marketplace enables the purchase of high-quality carbon credits directly from specific projects by multinationals and institutional investors.

Carbex™ will use satellite monitoring, machine learning and blockchain to promote transparency, integrity and quality of the carbon credits.",https://energetycs.my.canva.site/home
Axon protocol,"a company building infrastructure enabling companies to offset their residual emissions by financially supporting the conservation and regeneration of local natural assets. Axon is focusing on the financing of carbon projects, especially nature-based solutions involving landowners. The project aims to leverage web3 tools but concrete plans are not clear yet",https://www.axonprotocol.com/
AirCarbon,a blockchain based carbon market exchange. It has among other launched AirCarbon CORSIA Eligible Tokens (CET). CET represents a Carbon Emission Unit that is eligible under the 2021-2023 pilot phase of the Carbon Offset & Reductions Scheme for International Aviation (CORSIA) scheme established by the International Civil Aviation Organization (ICAO).,https://www.aircarbon.co/exchange
Tentree/ veritree,"a project empowering businesses to integrate verified restorative actions into their business model. Our technology provides transparency throughout the lifecycle of restorative projects, matches these projects with mission aligned corporate partners, and ensures the projects’ ongoing impacts are authentic and reported. Our platform provides these corporate partners with unique digital experiences for their customers to showcase the size and scope of their global restorative impact. Our solutions are designed to harness the power of businesses and individuals to scale the restorative economy.
",https://www.veritree.com/
Bloomeria,"a DAO that helps communities to acquire, manage and safeguard green areas, financed through: - NFTs providing governance rights to their holders ; - Tokenized carbon certificates, providing tokenized carbon to the carbon offset economy.",https://bloomeria.org/
Aerial,"an easy and accurate way to manage carbon footprint and sustainable lifestyle. The project is automatically track on-chain emissions, giving users an effortless way to offset them through voluntary carbon credits, and offer exclusive insights into how one can live sustainably. Aerial is also offering the solution to offset artist NFT transaction-related emissions.",https://www.aerial.is/
Callirius,"a platform that will ensure an efficient, transparent and regulated financing of high-quality, Nature-Based, carbon removal projects.",https://www.callirius.com/
EO2,"a sustainable digital Asset backed by regulated carbon credits that helps businesses and individuals fight climate change.

",https://www.eo2.earth/fr
123Carbon,a blockchain-based one-stop-shop platform for carbon insetting within Freight Transport,https://www.123carbon.com/
Muzikie,a fair and fresh music streaming platform,https://muzikie.com/
Single Earth,Combining novel natural science methodologies and cutting-edge technology to amplify the transition to a green way of living for all.,https://www.single.earth/
Below2,a project aiming to create a data-driven offsetting solution to fight climate change better and more efficiently.,https://below2.earth/
Project-Ark,"an innovative new blockchain-powered conservation platform built in partnership between Carbonbase and the leading international organization World Wildlife Fund Panda Labs. 
‍
We have created an online marketplace for non-fungible token (NFT) art which directly fund social impact projects to protect biodiversity and climate change related conservation projects around the world",https://www.project-ark.co/labs
The AEternals,"a metamorphic NFT project on a mission to protect and guard the Amazonian Rainforest through 3D art, impact, and gamification. Powered and connected in real-time to the Forest through Iot Sensors.",https://www.aeternals.io/
Fund the Planet,"a platform that will bridge the gaps between technology, humanity and nature, to achieve the crucial goal of conserving our planet's ecosystem by protecting endangered rainforests while concurrently offsetting the impact of our daily lives on the planet. We aim to redefine living sustainably by making it more convenient and accessible.",https://explorer.fundtheplanet.net/intro
Carbonable,"the Carbon Asset Manager, facilitating the management of your carbon contributions and guaranteeing continuous auditability of your environmental impact, all on the same platform.",https://carbonable.io/
Climatecoin,"an ecosystem for the digitalization of carbon credit market with an accessible and transparent platform. Launched the GreenClimateDAO, backed by green blockchain network Algorand and VC firm Borderless Capital. Co-Founder also CEO of blockchain-enabled climate marketplace ClimateTrade",https://www.climatecoin.io/
Beach Token,"a blue circular economy platform powered by our native currency $BEACH, bringing together climate conscious consumers, planet-friendly brands and businesses and ocean conservation champions in a single ecosystem where every transaction funds ocean regeneration and climate action.",https://beachtoken.io/
Argo,"a world-leading cryptocurrency miner, championing the use of renewable sources of power to support the growth and development of blockchain technologies.",https://argoblockchain.com/
Abundance Brasil,a project generating Abundance Tokens which are blockchain-based assets backed on new trees generating recurring carbon credits,https://abundancebrasil.com/
Carbonland DAO,a DAO designed to rapidly scale the protection and conservation of biodiverse forest land for generations of people to enjoy nature and clean air.,https://carbonlanddao.com/
Circulor and Britishvolt,"Britishvolt has instructed Circulor to trace building material supply chains to fully understand inherited CO2 emissions used at the Gigafactory, as well as make this information readily available.
Circular will also provide Britishvolt with supply chain traceability for the battery materials from source through to manufacturing. Allowing the company to map the CO2 emissions and other ESG considerations",https://manufacturingglobal.com/technology/carbon-tracking-britishvolt-partners-circulor
Carbonland trust,Carbonland Trust ESG NFTs sequester CO2 and protect forest lands perpetually with our tokenized carbon removals. Carbonland Trust a Carbon Removal Credit Yielding NFT and pioneers in ESGs. ,https://www.carbonlandtrust.com/
CarboLedger,an enterprise platform which aim to accurately calculates carbon emissions across supply chains and use blockchain for transparency,https://www.carboledger.com/
GuildOne,IoT-Verified Carbon Credits on the Cardano Network,https://guild1.co/
Fransin Farm Norway,a project using emerging tech including tokenization to enable farmland owners to monetize their land while preserving its use and ownership.,https://www.fransine.com/
Agrivero / Climate Impact Collective,a project that provides a web3 AI-enabled ecosystem to support coffee farmers in transitioning to agroforestry by providing tools for pre-financing and tools for direct trade with climate-conscious coffee buyers.,https://agrivero.ai/
Bumoon coin in indonesia,an Eco-living token that reduces negative ecological impacts and improves environmental health by implementing multiple green campaign activities incorporated within technology and business.,https://bumoon.io/
Carbonlink,"a platform powering decarbonization, letting users source millions of carbon credits and other environmental assets to build your climate portfolio",https://www.carbonlink.io/
Filcoingreen CO2.storage,a project providing a web3 storage solution for environmental assets based on content addressed data schemas. ,https://co2.storage/
Carbon DAO,a ReFi protocol seamless carbon offsetting on-chain emissions.,https://www.carbon-dao.com/
Goodcarbon,"a digital investment and trading platform made in Germany. We empower conscious companies to conserve and restore nature by funding high-impact, verified Nature-based Solution projects in return for high-quality carbon credits.",https://www.goodcarbon.earth/en
BYD,a carbon banking solution that rewards individual users of electric vehicles with carbon credits,https://vechainofficial.medium.com/byd-one-of-the-largest-chinese-car-brands-and-worlds-top-selling-plug-in-electric-car-ab591f73237f
Kenzai,nan,https://www.kenza.ai/home-en
Secured Carbon,"the verified climate performance bonds and credits, accelerating a mature carbon market",https://securedcarbon.com/
Compensate,"An impact startup with a non-profit background, Compensate was building a platform that helped businesses and consumers take responsibility for the CO2 emissions they cause, curating the highest quality offsetting in the market. 
Unfortunately, Compensate faced financial challenges that led to its closure in summer 2023.",http://www.compensate.com/
BeKind,"the first Indonesian BSC token that facilitates and supports a robust, accountable system of charity/donation by using a clear and transparent platform.",https://bekindtoken.io/
CO2.Storage,a web3 data storage solution for carbon offsets,https://kuoka.earth/?project=CO2.Storage
Zeru.Earth,a Climate superapp that enables individuals to reduce emissions at scale and contribute to carbon removal,https://zeru.earth/
Make Blockchain green,a project that connects to a crypto wallet and audits the carbon footprint of transactions.,https://www.makeblockchain.green/
CRED,nan,https://credprotocol.io/
Cozero,"a Ethereum-based token issued by Carbon Zero Technologies,Inc. ",https://www.COzero.cc
Clean chain,"a specialized service enabling individuals to make sustainable investments in environmentally conscious projects, which yield certified carbon credits in the form of Non-Fungible Tokens (NFTs). Additionally, our platform provides users with the capability to assess the ecological impact of their digital wallets through comprehensive footprint analysis.",https://www.cleanchain.xyz/
impt,"a project helping businesses and individuals reduce their carbon footprint through an efficient, secure, and transparent ecosystem of products. Our goal is to offer an easy solution for everyone who wants to contribute to sustainable development.",https://impt.io/
Digital Ocean NFT,"a project designed to help developers, startups and small and medium-sized businesses (SMBs)  build, deploy and scale applications to accelerate innovation and increase productivity and agility. ",https://www.digitalocean.com/go/developer-brand?utm_campaign=emea_brand_kw_en_cpc&utm_adgroup=digitalocean_exact_bmm&_keyword=digitalocean&_device=c&_adposition=&utm_content=conversion&utm_medium=cpc&utm_source=google&gad=1&gclid=CjwKCAjwwb6lBhBJEiwAbuVUSnn0UyEYiIFT7e5o5jiVrQ9hbTVcPpvTPiHY1Rp6wUWLJQ1-qoH7CRoCY0kQAvD_BwE
OceanDrop,"a charitable NFT project hosted by the Open Earth Foundation, A non-profit organization dedicated to developing open-source technology for climate action. Proceeds from the sale of the NFTs support a pilot project aimed at expanding Marine protection areas of Cocos Island and Costa Rica.",https://oceandrop.art/
GRNGrid,"a sustainable blockchain with a proof of stake v2 model which primarily relies on the usage of green energy! There are features exclusive to the Grid's blockchain that include EnScrypt, ExNode, GrnPay, and of course scalable low-cost gas transactions.",https://grngrid.com/
LabDAO,a Drug discovery DAO.,https://www.labdao.xyz
Amuzed,"a music manager game based on blockchain technology where users can collect, trade and play with digital artist cards – creating an entertaining and rewarding experience",https://amuzed.io/
Chios™ Zero Trust for Net Zero,a deep tech platform offering a zero-trust solution for the energy industry.,https://www.softhread.com/
FAME,"a WEB3 marketplace enabling food transparency, financial inclusion  and decentralized govenance.",https://algofame.org
DiCoChain,"an Integrated Digital Content Management Web Service, part of the ChainSuite, tacking advantage of Blockchain & DLT.",https://dicochain.com
United Nations Joint Staff Pension Fund (UNJSPF) - Digital Certificate of Entitlement (DCE),"a secure, tamper-proof solution that allows the recording of relevant transaction data on the blockchain. It contains the information that is needed to verify a retiree’s eligibility for a pension, including their name, date of birth, and employment history, exclusively on his/her device and protected by biometric security. The app is used to provide proof of life, which is required annually from UNJSPF retirees and beneficiaries to ensure that they are still alive and entitled to their pension benefits.","https://www.unjspf.org/for-clients/digital-certificate-of-entitlement/#:~:text=Every%20year%20the%20Fund%20needs,Certificate%20of%20Entitlement%20(CE)."
UrbanChange,a platform to empower organizations to create long-term behavioral change and maximize the impact of their budgets.,https://urbanchange.com/
Triangle,a Big Data Platform for Sustainability and Infrastructure leverage low carbon energy and climate finance with carbon credits,https://www.triangle.digital/
CAPAZETA,"an Agri-Food-Tech Startup and our mission is to work to enhance food safety with a traceability platform based on Blockchain. Thanks to Capazeta, food companies can share the history of the product, their circular economy processes and health alerts with blockchain guarantee",https://capazeta.com/
DIDI,a self-sovereign digital identity project through blockchain in Argentina. Digi aims to improve access to quality goods and services for populations in vulnerable neighborhoods. It creates innovative solutions to reduce information asymmetry and generate financial inclusion.,https://didi.org.ar
Biotoken,a project which lets you convert your CO2 offsets into tokens and trade with them.,https://biotoken.world/en/
Coopsol Ltda,"an apicultural cooperative funded in 1989, ensuring traceability of honey with blockchain",https://www.mielwayra.com.ar/
R3colecta,"a social organization committed to positive change through strategic alliances that promote the financing and execution of projects focused on forestry, recycling and ecosystem services.",https://www.r3colecta.com
DIG_IT,a project for transparency of mining operation with certification and labelling of the sustainable material production,https://www.zentrix.io
IMPACT NFT,"a project created by CAMINNOS and the transnational alliance NANUM – Connected Women, co-financed by the IDB LAB. CAMINNOS has worked for 7 years in developing innovation projects for rural communities and NANUM has over 20 years of experience strengthening rural communities in the Gran Chaco Americano region. They joined forces with the purpose of connecting 5000 artisans of Gran Chaco to the CryptoArt Market.",https://mint.impactnft.me/
Datastake,"a distributed data management and governance platform enabling stakeholders in weak-governance countries to reclaim their story, and keep international investors and partners accountable.",https://datastake.io/
Jibana,"a ReFi marketplace where users can tokenize, trade and trace regenerative materials.",http://jibana.org/
Kwaxala,a platform that converts at risk forests into Indigenous Stewarded and Regenerated Forest areas that anybody can invest in as a living natural capital asset. Earning an annual return in deep partnership with Indigenous communities from monetised environmental services.,https://www.kwaxala.com/
asset4us - Empowering Sustainable Engagement,a project trying to solve the dependency of volunteering in sustainability from philanthropic giving to autonomy through self-created sustainable value.,https://ostakon.de/
The Impact Wave,"a project with the vision is to secure, simplify and spread funding to continuously power positive impact initiatives.",https://theimpactwave.io/
Cashdillo,An SDG based crowdfunding technology on the Algorand Blockchain. Social and Environmental good and alternative finance and fincancial inclusion is our reason d'etre,https://www.cashdillo.com/
LOOMPACT NFT,a platform to enable organizations to turn their positive social/ecological outcomes into financial value via NFT collections.,https://loompact-nft.com
The Center for Collaborative Economics,A peer-to-peer digital philanthropy platform with built-in impact tracking.,https://www.cfce.io/
PlasticApp,"a cutting-edge mobile application revolutionizing the way we approach plastic waste. By transforming the act of recycling into an engaging game, PlasticApp encourages users to actively participate in the plastic recycling process.",https://www.plasticapp.io
Mazzuma,a mobile payment system that utilizes distributed secure infrastructure ad cryptocurrency to enable seamless payments. Mazzuma aims to develop a strong and robust payment ecosystem which is available to the masses and provides the freedom for users to use their funds in a convenient and stress-free manner.,https://mazzuma.com/
Sytemap by HouseAfrica,a project in Nigeria leveraging Blockchain and Map technologies to make it easier for buyers very the authenticity of the lands and also get a blockchain-powered proof of Allocation of the land when purchased.,https://sytemap.com/
Pravica,a peer-to-peer web3 messaging and value transfer infrastructure,https://www.pravica.io/
NFTree Haus,"the genesis project NFTree Haus is planting a real tree for each digital NFTree sold. They're focusing on Urban Planting: Planted with local community partners, their trees help clean air and water, provide shade and cooling, and green space in cities.",https://www.nftreehaus.com/
Unicorn DAO,a DAO redistributing wealth and visibility in order to create equality for women-identified and lgbtq+ people,https://unicorndao.com/
Rainbow rolls,a Non-Fungible Toilet Paper with 69% of the price send to for good projects,https://nftp.fun/
"Hungry Coin
",a BSC token that supports charities dedicated to ending world hunger,https://hungrybear.finance/
Bloombloc,a project Creating Sustainable Supply Chains With Blockchain Technology,https://www.bloombloc.com/
Geora.io,"a startup supporting the future of agriculture by providing the digital infrastructure to build trust and deliver finance to every farmer, anywhere.",https://www.geora.io/
Community Electricity,virtual power plants decarbonizing at scale,https://www.communityelectricity.io
Gaiagreentech tokenization,"a smart management startup and responsible electronic disposal incentives, which launched a grant proposal ""WEEECycle: Tokenization of 10 tons of e-waste pegged to document storage on Filecoin""",https://www.gaiagreentech.com/
Crowmie,an Investment platform based on #blockchain in tokenized renewable energy projects.,https://crowmie.com/en/
Open Time Stamps,a project aiming to be a standard format for blockchain timestamping.,https://opentimestamps.org/
bloxmove,a web3 solution provider working to create a worldwide decentralized and collaborative mobility alliance alongside an efficient green energy reality.,https://bloxmove.com/
Spark,a marketplace for renewable energy certificates (RECs) and solar energy projects.,https://spark.eco/
Dotty Land,A real-time automated tracking and incentivisation as a green customer or employee loyalty programme add-on for companies tracking employee footprint and product impact on customer lifestyle.,https://dottyland.xyz/
TagONE,"a Traceability Management System delivering comprehensive transparency to the food and natural products supply chain, from seed to sale.",https://www.tagone.com/
Learning Economy,"the Learning Economy positions learners and employees at the center, allowing data to flow safely and seamlessly between every stakeholder in education and employment, so we can solve our toughest challenges.",https://www.learningeconomy.io
Silta,the protocol which unlocks DeFi and TradFi lending for impactful infrastructure.,https://silta.finance/
Skillwallet,"a protocol enabling a truly permissionless, self-sovereign, portable identity. It’s an identity system based on each individual's skills & contributions, rather than their personal data. And it's designed to bind together the individuals with the communities they join, rewarding them based on their participation.",https://skillwallet.id/
Big Green DAO,"a first-of-its-kind project to radically reconceive and restructure grant-making, disrupting embedded power structures by putting nonprofits in the driver’s seat. The Big Green DAO is controlled by its grantees and donors. Everyone gets the same vote.",https://dao.biggreen.org/
Earth Fund,a Crowdfunding DAO for impact projects,https://earthfund.io/
Monograma CryptoArt,a Fair Trade Decentralized Autonomous Organization designed for the ones interested into building their digital identity linking Crypto Art to Social Values such as Humanitarian and Environmental Causes on the block chain.,https://monograma.io/home/
Cognitochain,a full suite of products for managing Microfinance loans. This removes all the technological complexities which allows for easier onboarding of Microfinance Institutions. Bringing DeFi to Real World,https://www.cognitochain.io/
ConservatioNFT,"a project in partnership with wildlife organizations: ConservatioNFT creates NFTs that are used to fund conservation efforts around the world. Over half of the revenue generated from sales goes towards wildlife organizations. Their Turtle Foundation NFT project raises funds in support of Turtle Foundation, a non-profit dedicated to protecting endangered sea turtles.",https://twitter.com/ConservatioNFT
ReSea Project,"an organization based out of Denmark with the mission “to end the ocean plastic crisis while making waves beyond the sea we work in,” is partnering with VeChain and DNV to verify Ocean plastic cleanup via blockchain.",https://www.reseaproject.com/impact
Code to inspire,an organization empower Afghan Girls through coding education,https://www.codetoinspire.org/
Machankura,the USSD codes and phone numbers to create Bitcoin mobile wallets,https://8333.mobi/
Riddle&Code,a German blockchain and hardware start-up making it easy to unlock the full potential of industrial machines for Web3 and helps industries to build tailored applications upon the RDDL Network,https://www.riddleandcode.com/
Sweetbridge,"a project which converts any Commercial relationship, Supply chain, or Value chain into an Ecosystem that increases the Net Worth of its Members.

Each Ecosystem has its own governance, processes and shared services. Ecosystems enable members to increase efficiency while providing incentives to reduce cost.

As a result, participants significantly increase their net worth.",https://sweetbridge.com/
GYOC,a green biotech company developing clean data solutions through DNA data storage in plants,https://growyourown.cloud/
HashingDNA,a solution allowing you to certify and digitally sign any file or web content in blockchain.,https://hashingdna.com/
CargoCoin,"a project linking the physical world of trade, transport & logistics with the blockchain, by replacing paper documents with smart contracts and providing secure escrow payments throughout the process.",https://thecargocoin.com/
CircularChain (Suez),a circular economy blockchain platform launched by French waste management company Suez to collect and collect data related to certain waste value chains and track their use in bioenergy / circular economy applications,https://www.suez.com/fr/nous-connaitre/demarche-innovation/circularchain-la-blockchain-au-service-economie-circulaire
Seeds,"a new economy that rewards regenerative behaviours, finances the regeneration of our Earth and encourages collaboration and community building",https://joinseeds.earth/
Ethelo,an online group decision-making platform that enables communities to solve complex problems and build decentralized governance,https://ethelo.com/
Greenertokens,a project tokenizing green assets according to each project. Whether it's for tokenizing ESG assets or even in the solution and design of governance in the exchange process with the market.,https://www.greenertokens.com/
Pleno,"building the technology that automates the end-to-end creation process of carbon credits and make it faster, cheaper, and more credible.",https://pleno.earth/
